"Tlight_1_(0, 0).jpg",0,0.1
"Tlight_1_(0, 1).jpg",1,1
"Tlight_1_(0, 2).jpg",0,0
"Tlight_1_(1, 0).jpg",0,0
"Tlight_1_(1, 1).jpg",0,0
"Tlight_1_(1, 2).jpg",0,0
"Tlight_1_(2, 0).jpg",0,0
"Tlight_1_(2, 1).jpg",0,0
"Tlight_1_(2, 2).jpg",0,0
"Tlight_2_(0, 0).jpg",0,0
"Tlight_2_(0, 1).jpg",0,0
"Tlight_2_(0, 2).jpg",0,0
"Tlight_2_(1, 0).jpg",1,1
"Tlight_2_(1, 1).jpg",0,0
"Tlight_2_(1, 2).jpg",1,1
"Tlight_2_(2, 0).jpg",0,0
"Tlight_2_(2, 1).jpg",0,0
"Tlight_2_(2, 2).jpg",0,0
"Tlight_3_(0, 0).jpg",1,1
"Tlight_3_(0, 1).jpg",1,1
"Tlight_3_(0, 2).jpg",0,0
"Tlight_3_(1, 0).jpg",1,1
"Tlight_3_(1, 1).jpg",1,1
"Tlight_3_(1, 2).jpg",0,0
"Tlight_3_(2, 0).jpg",0,0
"Tlight_3_(2, 1).jpg",0,0
"Tlight_3_(2, 2).jpg",0,0
"Tlight_4_(0, 0).jpg",1,1
"Tlight_4_(0, 1).jpg",1,1
"Tlight_4_(0, 2).jpg",0,0
"Tlight_4_(1, 0).jpg",0,0
"Tlight_4_(1, 1).jpg",0,0
"Tlight_4_(1, 2).jpg",0,0
"Tlight_4_(2, 0).jpg",0,0
"Tlight_4_(2, 1).jpg",0,0
"Tlight_4_(2, 2).jpg",0,0
"Tlight_5_(0, 0).jpg",0,0
"Tlight_5_(0, 1).jpg",1,0
"Tlight_5_(0, 2).jpg",0,0
"Tlight_5_(1, 0).jpg",0,0
"Tlight_5_(1, 1).jpg",0,0
"Tlight_5_(1, 2).jpg",0,0
"Tlight_5_(2, 0).jpg",0,0
"Tlight_5_(2, 1).jpg",1,1
"Tlight_5_(2, 2).jpg",0,0
"Tlight_6_(0, 0).jpg",0,0
"Tlight_6_(0, 1).jpg",0,0
"Tlight_6_(0, 2).jpg",0,0
"Tlight_6_(1, 0).jpg",0,0
"Tlight_6_(1, 1).jpg",0,0
"Tlight_6_(1, 2).jpg",1,1
"Tlight_6_(2, 0).jpg",0,0
"Tlight_6_(2, 1).jpg",0,0
"Tlight_6_(2, 2).jpg",0,0
"Tlight_7_(0, 0).jpg",0,0
"Tlight_7_(0, 1).jpg",0,0
